Character,Japanese,English

ディル,「……もしかして学校から何も説明されてない？」

ディル,「そっか。じゃあ、戸惑うのも無理ないよね」

フェンネル,「念のため確認させてください。ネコが学校に入って知識と生きるスキルを身につけることは貴女も知っていますよね？」

フェンネル,「さすがにそれは知っていましたか」

フェンネル,「生徒は飼い主か雇い主を見つけることで、学校を卒業することができます」

セージ,「早く卒業するネコがいれば、遅く卒業するネコもいるぞ！」

ディル,「学校で色んなことを学べるのは楽しいんだけど、やっぱりネコだからね。自分を心から愛してくれる飼い主や雇い主に出会うことを心待ちにしてるんだ」

ディル,「「だから、君がそうなるんじゃないかって期待しちゃって……」

ディル,「ううん、謝らなくていいよ！ 期待しちゃった僕達も悪いんだし！」

ローリエ,「それならそれで問題ない」

ディル,「ローリエさん？」

ローリエ,「こいつは喫茶店を存続させたい。でも、人手が足りない。ノウハウもない」

ローリエ,「後者に関しては俺達も素人だが、これから学べばいいだろう？」

フェンネル,「ローリエさんの言う通りです」

フェンネル,「彼女の飼いネコになりたいのなら、自分が有用だと彼女に示せばいい」

フェンネル,「最初はその気がなくても、有用なネコであれば飼おうという気持ちになります」

デイル,「確かに……」

セージ,「ふーむ。２匹共、しっかり考えてるんだな！」

ローリエ,「ネコはみんなに愛される生き物だ。そっち方面でご主人様をその気にさせるって方法もあるぜ」

ローリエ,「たとえばこんな風に尻尾をご主人様の身体に巻きつけて — 」

ローリエ,「『にゃーん』って鳴いて甘えて、その気にさせるとかな」

ディル,「わっ、大丈夫！？」

フェンネル,「……彼女を困らせないでくださいと、何度も言いましたよね」

ローリエ,「困らせる？ ネコらしくアピールしただけだ」

ローリエ,「ふぁ……喋ってたら眠くなってきたし、部屋で寝させてもらう」

フェンネル,「まったく、彼は……」

デイル,「ま、まあ、ネコらしいと言えばネコらしいよね」

ディル,「いきなりのことで彼女が混乱してるし、今日はここでお開きにしない？」

フェンネル,「そうですね。ああ、ディルくんはどの部屋にしますか？」

デイル,「んー……じゃあ、ローリエさんの隣にするよ」

フェンネル,「では、私は一番階段に近い部屋にします」

セージ,「それならフェンネルの隣にするぞ！」

フェンネル,「これで全員、部屋が決まりましたね」

ディル,「うん！ あっ、さっきの飼いネコの話なんだけど……」

ディル,「今すぐには決められないけど、前向きに考えたい？ だから、時間がほしい……？」

デイル,「うん。そう言ってくれるだけですごく嬉しいよ！」

フェンネル,「学校側から派遣期間を設けられていませんからね」

フェンネル,「貴女に『飼いたい』と言ってもらえるよう、努力します」

セージ,「それで全員、飼いネコになれたら幸せだな！」

フェンネル,「まずは喫茶店の手伝いです。明日が初日なので、皆さん頑張りましょう」

デイル,「はーい！」

セージ,「おう！」

ローリエ,「ＺＺＺＺ……」

ローリエ,「みぎゃっ……！？」

ローリエ,「おっと」

ローリエ,「しー、静かに」

ローリエ,「しかし、いきなり寝返りを打つとは思わなかったな……。危うく叩かれるところだったぜ」

ローリエ,「ん？何で自分の部屋があるのに、隣で寝てるのかって？」

ローリエ,「ここが寝床だからだ」

ローリエ,「ネコはいつでもどこでも寝られるから、部屋で寝ても構わないんだが。やっぱり居心地の良い場所で寝た方がぐっすり眠れるからな」

ローリエ,「……お前の側が一番、よく寝れる」

ローリエ,「驚いてるのか？ お前は俺のお気に入りだ」

ローリエ,「そうやって俺の言動にすぐ反応するのが見てて面白い」

ローリエ,「俺はいたずら好きだから、お前みたいな人間が好きみなんだ」

ローリエ,「……お前はどうだ？ 俺のようなネコは嫌いか？」

ローリエ,「どう答えたらいいのかって顔をしてるな。お前の困る顔、嫌いじゃない」

ローリエ,「ほら、もっと近くにこい」

ローリエ,「ああ……これならぐっすり寝れそうだ」

ローリエ,「ＺＺＺＺ……」

フェンネル,「ああ、貴方ですか。こんな時間にどうしたんです？」

フェンネル,「ふむ……。ローリエさんが隣で寝ていて眠れそうにないんですね」

フェンネル,「わかりました。私が彼を起こしてきましょう」

フェンネル,「何ですか？ ぐっすり眠っているから起こすのは可哀想？」

フェンネル,「貴女は……そうやって甘やかすと、付け上がりますよ」

フェンネル,「まあ、貴方がそう言うのなら無理に起こすのはやめておきましょう」

フェンネル,「ですが、本当に困っていたら遠慮なく言ってくださいね」

フェンネル,「お礼を言う必要はありません。私達はここにお世話になっている身です。出来る範囲で力になるのは当然のことですよ」

フェンネル,「そのために今も……ああ、喫茶店経営に役立つ本を読んでいたところです」

フェンネル,「私も喫茶店経営は初めてなので、できるだけたくさんの本を読んで勉強しなければと思っていまして」

フェンネル,「別に偉くはありませんよ。『やるからには完璧に』、それが私のモットーです」

フェンネル,「ふむ。完璧できるかはわからないけれど、貴方も自分なりに頑張りたいと思っているのですね

フェンネル,「素晴らしい。それでこそ私達の雇い主です」

フェンネル,「貴女となら切磋琢磨していけるでしょう」

フェンネル,「握手ですか？ こちらこそよろしくお願いします」

フェンネル,「さて、私はもう少し勉強します。明日は早いので、もう寝た方が良いですよ」

フェンネル,「はい、おやすみなさい」

ローリエ,「ＺＺＺＺ……」

セージ,「ふんふふ～ん……♪」

セージ,「ん？おお、おまえか！おはよう！」

セージ,「うん、元気な返事だ！」

セージ,「……おっと、危ない危ない。危うく鍋が吹きこぼれるところだった」

セージ,「ああ、今日は俺が朝食当番なんだ」

セージ,「ふーむ……。そういえばおまえに話してなかったな」

セージ,「お開きになってからみんなと相談して、当番制で料理を作ることにしたんだ」

セージ,「おまえか？　おまえは俺達の雇い主でここの家主だから、料理当番には入れてないぞ」

セージ,「はっはっは、そんな申し訳なさそうな顔をするな」

セージ,「ふーむ……。おまえ、卵焼きは好きか？」

セージ,「好きか嫌いかで言うと好きなんだな。それなら良かった。ちょうど卵焼きが出来上がったから、味見してくれ！」

セージ,「さ、あーんだ」

セージ,「どうした？　『あーん』されるのが恥ずかしいのか？」

セージ,「ここには俺とおまえしかいないから、誰かに見られる心配はないぞ」

セージ,「ほら、あーん」

セージ,「よしよし。次は味噌汁を飲むか？　それとも煮物を味見するか？」

セージ,「たくさん味見すると朝ご飯を食べられなくなりそう？　おまえは小食なんだな！」

セージ,「じゃあ、最後にもう一口だ。あーん」

セージ,「おお？　まるでネコみたいに逃げて行ったな」

セージ,「うーむ……。仕方ない、味噌汁は俺が味見するか」

セージ,「……うぎゃっ！？」

セージ,「痛ちち……。舌を火傷してないといいが」

ディル,「わっ……！？」

ディル,「う、うん、僕は大丈夫だけど……君の方こそ大丈夫？」

ディル,「そっか、怪我がなくて良かった。でも、いきなりリビングの扉が開いて君が飛び出してきたからビックリしちゃった」

ディル,「何かあったの？　あっ、よく見たら顔が赤いね。もしかして熱でも — 」

ディル,「熱はないんだね。それを聞いて安心したよ」

ディル,「僕？　僕は散歩してきたところなんだ」

ディル,「うん、散歩が趣味って言うのもあるんだけど……この町に来たばかりで、どこに何があるのかまだわかってないからさ」

ディル,「散歩ついでにどこにどんなものがあるか、探検してきたんだ♪」

ディル,「オシャレな雑貨屋さんに、隠れ家的なお店……それに、木漏れ日が気持ち良さそうな公園を見つけたよ」

ディル,「あそこのベンチで昼寝したら気持ち良さそうだし、天気の良い日に行こうかなって計画してるんだ」

ディル,「そうそう、公園の近くにコンビニがあったから寄って雑誌を買ってきたんだけど」

ディル,「んー、どこのページだったかな」

ディル,「あっ、これこれ」

ディル,「見て見てこのコーデ！　今の流行りだし、何より君にすごく似合うと思う♪」

ディル,「このコーデなら、メイクはちょっと大人っぽくてもいいかも」

ディル,「あはは……。自己紹介の時にも言ったけど、ファッション雑誌のチェックが趣味なんだ」

ディル,「それだけなら大した出費じゃないんだけど、雑誌に載ってる服を見ると買いたくなっちゃって……我慢しなきゃって思うのに、一式揃えちゃうんだよね」

ディル,「え？　だからオシャレなんだねって？」

ディル,「ん、ありがとう。オシャレが大好きだから、そう言ってもらえてすごく嬉しい！」

ディル,「……実は今の話をして、無駄遣いするネコだって呆れられるんじゃないかって心配だったんだ」

ディル,「えっと……服だけじゃなくメイク道具も揃えてて」

ディル,「メイク道具ってどれも可愛くてオシャレだから、ついつい集めちゃうんだけど……。僕じゃ使えない色とかもたくさんあって、もったいないなって思っててさ」

ディル,「だから、もし良かったら君に使ってもらえないかなって」

ディル,「そっか、メイクにあんまり自信がないんだ。んー、自分でもメイクしたりするから僕が教えようか？」

ディル,「じゃあ、決まり！　ふふ、君って素材が良いからメイク映えすると思うよ♪」

フェンネル,「ディルくん？　それに貴女も……こんなところで何をしているんですか？」

ディル,「あっ、フェンネルさん。おはよう！」

フェンネル,「おはようございます」

ディル,「彼女とはたまたま会って、ファッションやメイクのことを話してたんだ」

フェンネル,「良いことですね。接客業に携わるのなら、服装や化粧にも気を配らなければいけません」

フェンネル,「貴女の顔立ち、雰囲気は相手に好印象を抱かせます。服装や化粧にも気を配れば、さらに印象が良くなるでしょう」

ディル,「あの、フェンネルさん。彼女が困ってるよ」

フェンネル,「失礼しました。距離が近過ぎましたね」

ディル,「うーん、フェンネルさんって天然で口説くから油断ならないかも」

ローリエ,「ふぁ……」

ディル,「ローリエさん、おはよう！」

フェンネル,「おはようございます。ちゃんと起きてくれて安心しました」

ローリエ,「こいつにご褒美をもらったからな」

ディル,「ご褒美？　君、ローリエさんに何かあげたの？」

ディル,「……？　また顔が赤くなったけど、やっぱり熱が — 」

ローリエ,「寝床を貸してもらった」

ディル,「寝床……？　まさかローリエさん、彼女と一緒のベッドで寝たの！？」

フェンネル,「そういえば、ローリエさんが隣で寝ているから眠れないと言っていましたね」

ディル,「フェンネルさんは知ってて黙認ってこと！？」

ディル,「こんなに早く飼いネコが決まるなんて思ってなかったよ……」

ディル,「えっ、別にローリエさんを飼いネコにしたわけじゃないんだ？」

ディル,「ふんふん……。ああ、それはローリエさんが悪いよ。僕だって隣で誰かが寝てたら、すっごく驚くもん」

ディル,「ローリエさん、何で自分の部屋があるのに彼女のところで寝ようと思ったの？」

ローリエ,「ネコは居心地の良い場所で寝るものだろう？」

ローリエ,「そういうわけで今晩もよろしくな、ご・主・人・様」

ディル,「ず、ズルい！　僕も彼女と一緒に寝たい！」

ローリエ,「ネコは居心地の良い場所は譲らないものだ」

ディル,「ううー……」

フェンネル,「はぁ……貴方達、彼女が困っていますよ」

フェンネル,「ふむ……もうこんな時間ですか。確か今日の朝食当番はセージさんでしたね」

セージ,「おお。賑やかだと思ったら、みんな廊下にいたのか！」

セージ,「呼びに行く手間が省けた。朝ご飯が出来てるから、中に入ってくれ！」

ディル,「くんくん……あっ、お味噌汁の良い匂いがする♪」

ローリエ,「味噌汁ってことは和食か」

フェンネル,「たまには和食もいいですね」

ディル,「ねぇねぇ、君はどこに座るの？」

ディル,「あそこ？　じゃあ、僕は隣にするね♪」

ローリエ,「……やるな」

ディル,「ふふん、こういうのは早い者勝ちなんでしょ？」

ローリエ,「ああ、『早い者勝ち』だ」

ディル,「あっ、彼女の前の席……！」

デイル,「そっか、『隣』じゃなくて『前』って手もあったんだ」

フェンネル,「ディルくん、隣いいですか？」

デイル,「どうぞどうぞ」

セージ,「俺はローリエの隣だな！」

セージ,「それじゃあ、みんなで手を合わせて『いただきます』だ！」

全員,「いただきます」

デイル,「ん～、この卵焼きふわっふわで美味しい！」

フェンネル,「……焼き方にコツがあるんでしょうか」

セージ,「焼く前にしっかりフライパンを予熱して、卵液を数回に分けて流し入れるとふわふわの卵焼きが出来るぞ」

セージ,「こっちの煮物も自信作だから食べてくれ！」

ローリエ,「……自信作だけあるな。味が染みてて美味しい」

デイル,「それに出来立てだからほくほくしてるよ！」

デイル,「ふふ、君もパクパク食べてるね」

デイル,「あ……ちょっとじっとしてて」

ディル,「んっ……ぺろぺろ」

デイル,「わっ！？」

フェンネル,「どうしました？　食事中に立ち上がるのは感心しませんよ」

フェンネル,「ふむ。頬を舐められたから驚いた、と？」

ローリエ,「ネコが舐めるのは珍しくないだろう」

セージ,「ああ。ネコにとって愛情表現だからな！」

フェンネル,「セージさん、誤解を招く言い方はやめてください。彼女が先ほどより動揺しています」

ローリエ,「別に間違ってはいないだろう？」

フェンネル,「それはそうですが……。言い方があるでしょう」

フェンネル,「ネコが相手を舐めるのはネコの習性であり、信頼の証なんです」

フェンネル,「恐らくディルくんは貴女に対して家族のような愛情を抱き、それで舐めたのだと思われます」

デイル,「うん……。君と過ごすことに安心感じが出て、つい……」

デイル,「あっ、お店ではやらないから！」

デイル,「後、驚かせちゃってほんっとーにごめんなさい！！」

ディル,「許してくれるの？　ありがとう！」

デイル,「あと、さっきのあれは愛情表現……というより、君の頬におかずがついてたから思わず舐めとっちゃったんだ」

ディル,「次からは気をつける……けど、またネコの本能が出ちゃったらごめんなさい！」

ディル,「えっ、ネコの本能なら仕方ない？　自分の方こそ騒ぎ過ぎてごめんなさいって？」

デイル,「う、ううん！」

ディル,「えへへ……。君って優しいね。好きになっちゃいそう♪」

フェンネル,「……デイルくん」

デイル,「あははは……ご、ごめんね」

ディル,「えっと……お味噌汁が冷めちゃうし。料理が冷めるのももったいないから、食べよっか」

セージ,「……ごちそうさまでした！」

ディル,「セージさんもう食べ終わったの！？」

セージ,「ああ、俺は一口が大きいからな。だいたい早く食べ終わるんだ」

フェンネル,「しっかり噛んでいますか？　飲み込むのは身体によくありませんよ」

セージ,「心配してくれてありがとう。ちゃんと噛んでるから、大丈夫だぞ！」

ローリエ,「ん？　ああ、ちょっと……な」

ローリエ,「お前、きんぴらごぼうを美味しそうに食べていただろう。俺のもやろうか？」

ローリエ,「悪い？　遠慮しなくていい」

ローリエ,「ほら……」

ローリエ,「その調子で全部食べてくれて構わないからな」

フェンネル,「ローリエさん、彼女に餌付けしないでください」

デイル,「餌付けって……彼女の方がネコみたいだね」

デイル,「ローリエさん、きんぴらごぼうを全然食べてないでしょ。僕のを少しあげるよ」

ローリエ,「い、いや……」

デイル,「ふふ、遠慮しないで！」

ローリエ,「うっ……」

フェンネル,「もしかして苦手なんですか？」

デイル,「あっ、苦手な料理だから彼女に食べてもらったの？」

ローリエ,「……辛い料理が苦手なんだ」

セージ,「そうだったのか。知らなかったとはいえ、悪いことをしたなぁ……」

フェンネル,「料理当番を決めた時に聞いていませんでしたからね」

フェンネル,「ふむ……。良い機会です、皆さんの苦手な食べ物を教えてください」

ローリエ,「俺は辛い料理全般だな」

セージ,「特に苦手な食べ物はないぞ。……ああ、猫舌だから熱い飲み物は苦手だな」

フェンネル,「……私も特にありませんね」

ディル,「僕は、特に生魚が苦手なんだ」

ローリエ,「へぇ、ネコなのに意外だな」

ディル,「うん。仔ネコの時に生魚を食べてお腹を壊しちゃって……それ以来、苦手なんだよね」

セージ,「おまえはどうだ？　苦手な食べ物はあるか？」

セージ,「そうか、特にないんだな。好き嫌いがないのは良いことだ！」

フェンネル,「では、晩ご飯からそれぞれの苦手な食べ物は避けて作りますね」

ディル,「あ、当番はフェンネルさんだもんね。どんな料理なんだろう、楽しみ！」

ディル,「君も？　明日の朝ご飯は僕だから、期待してくれると嬉しいな♪」

ローリエ,「俺の料理を食べたら病みつきになるぜ」

フェンネル,「皆さん、食べ終わったのなら片付けをしてください。このままだと開店に遅れてしまいます」

ディル,「わっ、大変！」

セージ,「ああ、急いで片付けするぞ！」

デイル,「ふー、間に合った！」

セージ,「大急ぎで来たから、むしろ開店時間に余裕があるな」

デイル,「うん。開店は１０時だけど、まだ８時前だし……急いでくることなかったかもね」

フェンネル,「そんなことはありません」

フェンネル,「開店前にやることはたくさんあります。レジの立ち上げ、食器類のチェック、食材やドリンクのチェック、店内の清掃チェック……」

フェンネル,「そして何より大事なのは販促です。お店の準備が万全でも、販促活動を怠っていたら来客が見込めませんからね」

フェンネル,「その点は問題ありませんか？」

フェンネル,「ふむ。チラシを作成して、近隣の住宅への配布は済ませているのですね」

フェンネル,「他にも以前の常連客に声をかけている、と？　そういえばホームページは作成していますか？」

フェンネル,「では、どんなホームページなのか確認させてください」

デイル,「フェンネルさん、俺達は開店まで何をしてればいい？」

フェンネル,「そうですね。清掃チェックと……食材やドリンクの補充が十分かも確認してください」

ディル,「了解！」

フェンネル,「ああ、食器類のチェックを忘れていましたね」

フェンネル,「何ですか？　まだ開封していない段ボールがある？　それでは準備万端と言えません」

フェンネル,「すぐに使う予定がなくても、中身は確認しておくべきです。セージさん、お願いできますか？」

セージ,「ああ、任せてくれ！」

フェンネル,「さて、残りはローリエさんですが……」

フェンネル,「ローリエさん？　何をしているんですか？」

ローリエ,「レジを立ち上げてるんだ」

ローリエ,「それと、レシートに喫茶店名が印字されるよう設定しておいた」

フェンネル,「あや？　店名の上にネコのマークが印字されていますが……？」

ローリエ,「ネコが店員なんだから、それをアピールしないと損だろう」

フェンネル,「最近では人型ネコの店員は珍しくありません。……しかし、働いていると知れば興味を惹かれて訪れるお客様はいるでしょう」

フェンネル,「良い着眼点ですね」

ローリエ,「後、セット割引が入力されたら自動的に割引されるよう設定しておいた」

ローリエ,「わざわざ割引計算しなくていいから、そのぶん手間が省けると思う」

ローリエ,「どうした？　ネコなのに鳩が豆鉄砲を食らったような顔をしてるぞ？」

フェンネル,「失礼ですが、貴方は寝ることにしか興味がないネコだと思っていたので……。実はとても優秀なネコなんですね」

ローリエ,「さて、どうだろうな」

ローリエ,「俺を働かせたんだ。ご主人様はどんなご褒美をくれるんだ？」

フェンネル,「……さほど働いていないのに、ご褒美をねだらないでください」

フェンネル,「貴方が優秀だとわかったので、頼みたい仕事がいくつかあります。まずー」

ローリエ,「ZZZZ……」

フェンネル,「はぁ……本気を出せば何でも出来そうなのに、ネコらしく気まぐれなのが玉に瑕ですね」

フェンネル,「ん？　ああ、ホームページの確認でしたね」

フェンネル,「ふむ……。見やすく、デザインの配置もわかりやすい」

フェンネル,「ただ店内の写真が少なく感じますね。せっかく年代を感じさせる喫茶店なのに、そちらをアピールしないのはもったいないです」

フェンネル,「制作会社は……ふむ、わかりました。後ほど私から会社に連絡して、修正連絡と追加費用の相談をしておきます」

フェンネル,「はい？　写真を掲載するなら、私達が映っている写真はどうか、と？」

フェンネル,「ああ、悪くない案だと思います。とはいえ、私達だけで決めるわけにはいきませんからね。彼らにも相談してみましょう」

ローリエ,「ZZZZ……」

フェンネル,「ローリエさん、起きてください」

ローリエ,「ZZZZ……」

フェンネル,「目を覚ます気配がありませんね……」

フェンネル,「すみません、貴女が彼を起こしてあげてください」

フェンネル,「ああ、起こす時は優しくお願いしますね」

ローリエ,「ふぁ……んんっ。もう開店時間か？」

フェンネル,「まだ開店まで時間はあります。実は彼女から私達の写真を撮って、それをホームページに掲載するのはどうかと提案されまして」

ローリエ,「あふ……俺は構わない」

フェンネル,「ふむ、デイルくんとセージさんには貴女が聞いてきてくれるんですね」

フェンネル,「では、お願いします」

ディル,「……ふう、これで綺麗になったかな」

デイル,「ん？　あれっ、どうしたの？」

ディル,「ああ、掃き掃除してたんだ。ちょうど終わって、喫茶店に戻ろうと思ってたところだよ」

ディル,「写真？　わっ、みんなで写真を撮るなんて楽しそう！　もちろん賛成！！」

ディル,「あっ、ちょっと待って。看板に営業時間とお勧めメニュー、それに絵を描いてみたんだけど……。ど、どうかな？」

ディル,「絵が上手？　えへへ、ありがとう！」

ディル,「あはは。さすがにプロみたいは褒め過ぎだよ」

デイル,「さてと、セージさんも呼んでこなくちゃね」

ディル,「セージさん？　さっき食材とドリンクを確認した時に厨房にいたから、まだいると思うよ」

ディル,「でっかい段ボール箱を軽々と持ち上げて、そのまま片手で中身を出しちゃうんだからすごいよね！」

ディル,「いいなぁ、憧れちゃうよ」

ディル,「えっ、僕の絵の才能に憧れちゃう？　え、えへへ……♪」

ディル,「あっ、引き留めちゃってごめんね。じゃあ、また後で！」

セージ,「よし、これで全部だな！」

セージ,「おお、おまえか。どうした、そっちの確認は終わったのか？」

セージ,「ふーむ。俺達の写真をホームページに掲載するのか。別に俺は構わないぞ」

セージ,「他のみんなも賛成なら、問題ないな！」

セージ,「ああ、そうだ。開封していない段ボールがあると言っていただろう。あれ、全部開封しておいたぞ」

